Tarih Saat;Adisyon;Ürün;Kategori;Adet;Birim Fiyat;Tutar;Yemek Maliyeti;Kişi;Öğün;İptal
2026-01-15 13:00;ADS-1534;Ayran;İçecek;2;20,00;40,00;18,00;;Öğle;Evet
2026-01-15 13:00;ADS-1534;Tavuk Şiş;Ana Yemek;2;154,00;308,00;132,00;;Öğle;Hayır
2026-01-15 13:00;ADS-1534;Kola;İçecek;1;22,00;22,00;11,00;;Öğle;Hayır
2026-01-15 12:00;ADS-1535;Mercimek Çorba;Başlangıç;1;42,00;42,00;20,00;2;Öğle;Hayır
2026-01-15 14:00;ADS-1536;Tavuk Şiş;Ana Yemek;1;154,00;154,00;66,00;1;Öğle;Hayır
2026-01-15 14:00;ADS-1536;Sütlaç;Tatlı;2;53,00;106,00;52,00;;Öğle;Hayır
2026-01-15 14:00;ADS-1536;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;;Öğle;Hayır
2026-01-15 13:00;ADS-1537;Tavuk Şiş;Ana Yemek;2;154,00;308,00;132,00;4;Öğle;Hayır
2026-01-15 13:00;ADS-1537;Kola;İçecek;1;22,00;22,00;11,00;;Öğle;Hayır
2026-01-15 13:00;ADS-1537;Izgara Balık;Ana Yemek;2;238,00;476,00;210,00;;Öğle;Hayır
2026-01-15 19:00;ADS-1538;Köfte;Ana Yemek;2;180,00;360,00;234,00;4;Akşam;Hayır
2026-01-15 19:00;ADS-1539;Köfte;Ana Yemek;1;180,00;180,00;117,00;3;Akşam;Hayır
2026-01-15 19:00;ADS-1539;Kola;İçecek;1;32,00;32,00;11,00;;Akşam;Hayır
2026-01-15 19:00;ADS-1539;Mevsim Salata;Başlangıç;2;95,00;190,00;66,00;;Akşam;Hayır
2026-01-15 12:00;ADS-1540;Mercimek Çorba;Başlangıç;1;42,00;42,00;20,00;2;Öğle;Hayır
2026-01-15 19:00;ADS-1541;Izgara Balık;Ana Yemek;1;340,00;340,00;105,00;1;Akşam;Hayır
2026-01-15 19:00;ADS-1541;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-01-15 19:00;ADS-1541;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-01-15 19:00;ADS-1541;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-01-15 13:00;ADS-1542;Ayran;İçecek;1;20,00;20,00;9,00;4;Öğle;Hayır
2026-01-15 13:00;ADS-1542;Kola;İçecek;1;22,00;22,00;11,00;;Öğle;Hayır
2026-01-15 21:00;ADS-1543;Kola;İçecek;2;32,00;64,00;22,00;1;Akşam;Hayır
2026-01-15 19:00;ADS-1544;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;4;Akşam;Hayır
2026-01-15 21:00;ADS-1545;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;4;Akşam;Hayır
2026-01-15 21:00;ADS-1545;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-01-15 13:00;ADS-1546;Tavuk Şiş;Ana Yemek;2;154,00;308,00;132,00;3;Öğle;Hayır
2026-01-15 13:00;ADS-1546;Tavuk Şiş;Ana Yemek;1;154,00;154,00;66,00;;Öğle;Hayır
2026-01-15 19:00;ADS-1547;Mevsim Salata;Başlangıç;2;95,00;190,00;66,00;4;Akşam;Hayır
2026-01-15 19:00;ADS-1547;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Hayır
2026-01-15 19:00;ADS-1547;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Hayır
2026-01-15 19:00;ADS-1548;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;2;Akşam;Hayır
2026-01-15 19:00;ADS-1548;Deniz Mahsulü Güveç;Ana Yemek;2;300,00;600,00;480,00;;Akşam;Hayır
2026-01-15 19:00;ADS-1548;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Evet
2026-01-15 20:00;ADS-1549;Baklava;Tatlı;2;95,00;190,00;60,00;4;Akşam;Hayır
2026-01-15 19:00;ADS-1550;Köfte;Ana Yemek;2;180,00;360,00;234,00;4;Akşam;Hayır
2026-01-15 19:00;ADS-1550;Sütlaç;Tatlı;1;75,00;75,00;26,00;;Akşam;Hayır
2026-01-15 19:00;ADS-1550;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-01-15 13:00;ADS-1551;Mevsim Salata;Başlangıç;1;67,00;67,00;33,00;4;Öğle;Hayır
2026-01-15 13:00;ADS-1551;Izgara Balık;Ana Yemek;2;238,00;476,00;210,00;;Öğle;Hayır
2026-01-15 13:00;ADS-1551;Izgara Balık;Ana Yemek;1;238,00;238,00;105,00;;Öğle;Hayır
2026-01-15 13:00;ADS-1551;Izgara Balık;Ana Yemek;1;238,00;238,00;105,00;;Öğle;Hayır
2026-01-15 19:00;ADS-1552;Izgara Balık;Ana Yemek;1;340,00;340,00;105,00;1;Akşam;Hayır
2026-01-15 19:00;ADS-1552;Sütlaç;Tatlı;2;75,00;150,00;52,00;;Akşam;Hayır
2026-01-15 19:00;ADS-1552;Izgara Balık;Ana Yemek;1;340,00;340,00;105,00;;Akşam;Hayır
2026-01-15 19:00;ADS-1552;Mevsim Salata;Başlangıç;2;95,00;190,00;66,00;;Akşam;Hayır
2026-01-15 21:00;ADS-1553;Ayran;İçecek;1;28,00;28,00;9,00;2;Akşam;Hayır
2026-01-15 13:00;ADS-1554;Köfte;Ana Yemek;1;126,00;126,00;117,00;4;Öğle;Evet
2026-01-15 13:00;ADS-1554;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;;Öğle;Hayır
2026-01-15 19:00;ADS-1555;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;1;Akşam;Hayır
2026-01-15 19:00;ADS-1556;Mevsim Salata;Başlangıç;1;95,00;95,00;33,00;4;Akşam;Hayır
2026-01-15 21:00;ADS-1557;Köfte;Ana Yemek;1;180,00;180,00;117,00;2;Akşam;Hayır
2026-01-15 21:00;ADS-1557;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Hayır
2026-01-15 21:00;ADS-1557;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Hayır
2026-01-15 21:00;ADS-1557;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Hayır
2026-01-15 12:00;ADS-1558;Baklava;Tatlı;2;67,00;134,00;60,00;2;Öğle;Hayır
2026-01-15 12:00;ADS-1558;Köfte;Ana Yemek;2;126,00;252,00;234,00;;Öğle;Hayır
2026-01-15 19:00;ADS-1559;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;1;Akşam;Hayır
2026-01-15 19:00;ADS-1559;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-01-15 19:00;ADS-1560;Ayran;İçecek;1;28,00;28,00;9,00;3;Akşam;Hayır
2026-01-15 13:00;ADS-1561;Mercimek Çorba;Başlangıç;1;42,00;42,00;20,00;1;Öğle;Hayır
2026-01-15 13:00;ADS-1561;Kola;İçecek;1;22,00;22,00;11,00;;Öğle;Hayır
2026-01-16 21:00;ADS-1562;Ayran;İçecek;2;28,00;56,00;18,00;3;Akşam;Hayır
2026-01-16 21:00;ADS-1562;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;;Akşam;Hayır
2026-01-16 21:00;ADS-1562;Sütlaç;Tatlı;2;75,00;150,00;52,00;;Akşam;Hayır
2026-01-16 21:00;ADS-1562;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-01-16 13:00;ADS-1563;Tavuk Şiş;Ana Yemek;1;154,00;154,00;66,00;3;Öğle;Hayır
2026-01-16 13:00;ADS-1563;Sütlaç;Tatlı;1;53,00;53,00;26,00;;Öğle;Hayır
2026-01-16 13:00;ADS-1563;Sütlaç;Tatlı;1;53,00;53,00;26,00;;Öğle;Hayır
2026-01-16 13:00;ADS-1563;Köfte;Ana Yemek;1;126,00;126,00;117,00;;Öğle;Hayır
2026-01-16 14:00;ADS-1564;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;4;Öğle;Hayır
2026-01-16 14:00;ADS-1564;Mevsim Salata;Başlangıç;1;67,00;67,00;33,00;;Öğle;Hayır
2026-01-16 14:00;ADS-1564;Köfte;Ana Yemek;2;126,00;252,00;234,00;;Öğle;Hayır
2026-01-16 14:00;ADS-1564;Köfte;Ana Yemek;2;126,00;252,00;234,00;;Öğle;Hayır
2026-01-16 19:00;ADS-1565;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;1;Akşam;Hayır
2026-01-16 19:00;ADS-1565;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-01-16 19:00;ADS-1565;Mevsim Salata;Başlangıç;2;95,00;190,00;66,00;;Akşam;Hayır
2026-01-16 13:00;ADS-1566;Mevsim Salata;Başlangıç;1;67,00;67,00;33,00;3;Öğle;Hayır
2026-01-16 13:00;ADS-1566;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;;Öğle;Hayır
2026-01-16 13:00;ADS-1566;Mevsim Salata;Başlangıç;2;67,00;134,00;66,00;;Öğle;Hayır
2026-01-16 19:00;ADS-1567;Kola;İçecek;2;32,00;64,00;22,00;1;Akşam;Hayır
2026-01-16 19:00;ADS-1567;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-01-16 19:00;ADS-1567;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-01-16 19:00;ADS-1567;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-01-16 21:00;ADS-1568;Kola;İçecek;2;32,00;64,00;22,00;4;Akşam;Hayır
2026-01-16 21:00;ADS-1568;Baklava;Tatlı;2;95,00;190,00;60,00;;Akşam;Hayır
2026-01-16 21:00;ADS-1568;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-01-16 13:00;ADS-1569;Kola;İçecek;1;22,00;22,00;11,00;3;Öğle;Hayır
2026-01-16 13:00;ADS-1569;Ayran;İçecek;1;20,00;20,00;9,00;;Öğle;Hayır
2026-01-16 13:00;ADS-1569;Mercimek Çorba;Başlangıç;1;42,00;42,00;20,00;;Öğle;Hayır
2026-01-16 13:00;ADS-1569;Mercimek Çorba;Başlangıç;1;42,00;42,00;20,00;;Öğle;Hayır
2026-01-16 21:00;ADS-1570;Kola;İçecek;2;32,00;64,00;22,00;1;Akşam;Hayır
2026-01-16 21:00;ADS-1570;Sütlaç;Tatlı;2;75,00;150,00;52,00;;Akşam;Hayır
2026-01-16 21:00;ADS-1570;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-01-16 21:00;ADS-1570;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Hayır
2026-01-16 21:00;ADS-1571;Baklava;Tatlı;2;95,00;190,00;60,00;2;Akşam;Hayır
2026-01-16 21:00;ADS-1571;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;;Akşam;Hayır
2026-01-16 19:00;ADS-1572;Kola;İçecek;2;32,00;64,00;22,00;4;Akşam;Hayır
2026-01-16 19:00;ADS-1572;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-01-16 19:00;ADS-1572;Kola;İçecek;1;32,00;32,00;11,00;;Akşam;Hayır
2026-01-16 14:00;ADS-1573;Köfte;Ana Yemek;2;126,00;252,00;234,00;3;Öğle;Hayır
2026-01-16 14:00;ADS-1573;Köfte;Ana Yemek;2;126,00;252,00;234,00;;Öğle;Hayır
2026-01-16 14:00;ADS-1573;Köfte;Ana Yemek;2;126,00;252,00;234,00;;Öğle;Hayır
2026-01-16 19:00;ADS-1574;Köfte;Ana Yemek;1;180,00;180,00;117,00;3;Akşam;Hayır
2026-01-16 19:00;ADS-1574;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;;Akşam;Hayır
2026-01-16 19:00;ADS-1574;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Hayır
2026-01-16 20:00;ADS-1575;Ayran;İçecek;1;28,00;28,00;9,00;2;Akşam;Hayır
2026-01-16 20:00;ADS-1575;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-01-16 20:00;ADS-1575;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;;Akşam;Hayır
2026-01-16 20:00;ADS-1575;Sütlaç;Tatlı;1;75,00;75,00;26,00;;Akşam;Hayır
2026-01-16 12:00;ADS-1576;Köfte;Ana Yemek;1;126,00;126,00;117,00;4;Öğle;Hayır
2026-01-16 12:00;ADS-1576;Mevsim Salata;Başlangıç;1;67,00;67,00;33,00;;Öğle;Hayır
2026-01-16 12:00;ADS-1576;Mercimek Çorba;Başlangıç;1;42,00;42,00;20,00;;Öğle;Hayır
2026-01-16 12:00;ADS-1576;Tavuk Şiş;Ana Yemek;2;154,00;308,00;132,00;;Öğle;Hayır
2026-01-16 20:00;ADS-1577;Izgara Balık;Ana Yemek;1;340,00;340,00;105,00;4;Akşam;Hayır
2026-01-16 20:00;ADS-1577;Izgara Balık;Ana Yemek;1;340,00;340,00;105,00;;Akşam;Hayır
2026-01-16 20:00;ADS-1577;Izgara Balık;Ana Yemek;2;340,00;680,00;210,00;;Akşam;Hayır
2026-01-16 20:00;ADS-1577;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;;Akşam;Hayır
2026-01-16 13:00;ADS-1578;Mercimek Çorba;Başlangıç;1;42,00;42,00;20,00;3;Öğle;Hayır
2026-01-16 13:00;ADS-1578;Kola;İçecek;1;22,00;22,00;11,00;;Öğle;Hayır
2026-01-16 13:00;ADS-1578;Ayran;İçecek;2;20,00;40,00;18,00;;Öğle;Hayır
2026-01-16 13:00;ADS-1578;Sütlaç;Tatlı;1;53,00;53,00;26,00;;Öğle;Hayır
2026-01-16 13:00;ADS-1579;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;1;Öğle;Hayır
2026-01-16 13:00;ADS-1579;Baklava;Tatlı;2;67,00;134,00;60,00;;Öğle;Hayır
2026-01-16 13:00;ADS-1579;Köfte;Ana Yemek;2;126,00;252,00;234,00;;Öğle;Hayır
2026-01-16 13:00;ADS-1579;Mercimek Çorba;Başlangıç;1;42,00;42,00;20,00;;Öğle;Hayır
2026-01-16 12:00;ADS-1580;Mevsim Salata;Başlangıç;1;67,00;67,00;33,00;1;Öğle;Hayır
2026-01-16 12:00;ADS-1580;Mercimek Çorba;Başlangıç;1;42,00;42,00;20,00;;Öğle;Hayır
2026-01-16 12:00;ADS-1580;Izgara Balık;Ana Yemek;2;238,00;476,00;210,00;;Öğle;Hayır
2026-01-16 19:00;ADS-1581;Köfte;Ana Yemek;2;180,00;360,00;234,00;4;Akşam;Hayır
2026-01-16 12:00;ADS-1582;Köfte;Ana Yemek;2;126,00;252,00;234,00;1;Öğle;Hayır
2026-01-16 12:00;ADS-1582;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;;Öğle;Hayır
2026-01-16 12:00;ADS-1582;Ayran;İçecek;2;20,00;40,00;18,00;;Öğle;Hayır
2026-01-16 14:00;ADS-1583;Ayran;İçecek;1;20,00;20,00;9,00;1;Öğle;Hayır
2026-01-16 14:00;ADS-1583;Ayran;İçecek;1;20,00;20,00;9,00;;Öğle;Hayır
2026-01-16 21:00;ADS-1584;Köfte;Ana Yemek;2;180,00;360,00;234,00;3;Akşam;Hayır
2026-01-16 21:00;ADS-1584;Baklava;Tatlı;2;95,00;190,00;60,00;;Akşam;Hayır
2026-01-16 21:00;ADS-1584;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-01-16 21:00;ADS-1585;Köfte;Ana Yemek;1;180,00;180,00;117,00;3;Akşam;Hayır
2026-01-16 21:00;ADS-1585;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Hayır
2026-01-16 21:00;ADS-1585;Izgara Balık;Ana Yemek;2;340,00;680,00;210,00;;Akşam;Hayır
2026-01-16 21:00;ADS-1585;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-01-16 14:00;ADS-1586;Izgara Balık;Ana Yemek;1;238,00;238,00;105,00;2;Öğle;Hayır
2026-01-16 14:00;ADS-1586;Köfte;Ana Yemek;1;126,00;126,00;117,00;;Öğle;Hayır
2026-01-16 14:00;ADS-1586;Kola;İçecek;1;22,00;22,00;11,00;;Öğle;Hayır
2026-01-16 21:00;ADS-1587;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;1;Akşam;Hayır
2026-01-16 21:00;ADS-1587;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;;Akşam;Hayır
2026-01-16 21:00;ADS-1588;Kola;İçecek;2;32,00;64,00;22,00;4;Akşam;Hayır
2026-01-16 21:00;ADS-1588;Izgara Balık;Ana Yemek;1;340,00;340,00;105,00;;Akşam;Hayır
2026-01-16 21:00;ADS-1588;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-01-16 21:00;ADS-1588;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-01-16 13:00;ADS-1589;Izgara Balık;Ana Yemek;2;238,00;476,00;210,00;3;Öğle;Hayır
2026-01-16 14:00;ADS-1590;Baklava;Tatlı;2;67,00;134,00;60,00;3;Öğle;Hayır
2026-01-16 14:00;ADS-1590;Ayran;İçecek;1;20,00;20,00;9,00;;Öğle;Hayır
2026-01-16 14:00;ADS-1590;Ayran;İçecek;1;20,00;20,00;9,00;;Öğle;Hayır
2026-01-16 14:00;ADS-1590;Ayran;İçecek;1;20,00;20,00;9,00;;Öğle;Hayır
2026-01-16 21:00;ADS-1591;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;3;Akşam;Hayır
2026-01-16 21:00;ADS-1591;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-01-16 14:00;ADS-1592;Kola;İçecek;1;22,00;22,00;11,00;3;Öğle;Evet
2026-01-16 14:00;ADS-1592;Tavuk Şiş;Ana Yemek;2;154,00;308,00;132,00;;Öğle;Hayır
2026-01-16 14:00;ADS-1592;Baklava;Tatlı;2;67,00;134,00;60,00;;Öğle;Hayır
2026-01-16 14:00;ADS-1592;Izgara Balık;Ana Yemek;1;238,00;238,00;105,00;;Öğle;Hayır
2026-01-17 21:00;ADS-1593;Sütlaç;Tatlı;2;75,00;150,00;52,00;3;Akşam;Hayır
2026-01-17 14:00;ADS-1594;Köfte;Ana Yemek;1;126,00;126,00;117,00;2;Öğle;Hayır
2026-01-17 14:00;ADS-1594;Ayran;İçecek;1;20,00;20,00;9,00;;Öğle;Hayır
2026-01-17 14:00;ADS-1594;Deniz Mahsulü Güveç;Ana Yemek;1;210,00;210,00;240,00;;Öğle;Hayır
2026-01-17 19:00;ADS-1595;Köfte;Ana Yemek;2;180,00;360,00;234,00;3;Akşam;Hayır
2026-01-17 19:00;ADS-1595;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Hayır
2026-01-17 14:00;ADS-1596;Izgara Balık;Ana Yemek;2;238,00;476,00;210,00;4;Öğle;Hayır
2026-01-17 14:00;ADS-1596;Izgara Balık;Ana Yemek;1;238,00;238,00;105,00;;Öğle;Hayır
2026-01-17 14:00;ADS-1596;Mevsim Salata;Başlangıç;2;67,00;134,00;66,00;;Öğle;Hayır
2026-01-17 19:00;ADS-1597;Tavuk Şiş;Ana Yemek;1;220,00;220,00;66,00;4;Akşam;Hayır
2026-01-17 19:00;ADS-1598;Köfte;Ana Yemek;1;180,00;180,00;117,00;1;Akşam;Hayır
2026-01-17 19:00;ADS-1598;Baklava;Tatlı;2;95,00;190,00;60,00;;Akşam;Hayır
2026-01-17 20:00;ADS-1599;Köfte;Ana Yemek;1;180,00;180,00;117,00;3;Akşam;Hayır
2026-01-17 19:00;ADS-1600;Izgara Balık;Ana Yemek;2;340,00;680,00;210,00;4;Akşam;Hayır
2026-01-17 19:00;ADS-1600;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-01-17 19:00;ADS-1600;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-01-17 19:00;ADS-1600;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-01-17 14:00;ADS-1601;Kola;İçecek;2;22,00;44,00;22,00;3;Öğle;Hayır
2026-01-17 14:00;ADS-1601;Sütlaç;Tatlı;2;53,00;106,00;52,00;;Öğle;Hayır
2026-01-17 14:00;ADS-1601;Baklava;Tatlı;1;67,00;67,00;30,00;;Öğle;Hayır
2026-01-17 14:00;ADS-1601;Köfte;Ana Yemek;2;126,00;252,00;234,00;;Öğle;Hayır
2026-01-17 19:00;ADS-1602;Kola;İçecek;1;32,00;32,00;11,00;3;Akşam;Hayır
2026-01-17 14:00;ADS-1603;Kola;İçecek;1;22,00;22,00;11,00;2;Öğle;Hayır
2026-01-17 20:00;ADS-1604;Mevsim Salata;Başlangıç;1;95,00;95,00;33,00;2;Akşam;Hayır
2026-01-17 20:00;ADS-1604;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-01-17 20:00;ADS-1605;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;4;Akşam;Hayır
2026-01-17 21:00;ADS-1606;Mevsim Salata;Başlangıç;2;95,00;190,00;66,00;4;Akşam;Hayır
2026-01-17 21:00;ADS-1606;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-01-17 21:00;ADS-1606;Tavuk Şiş;Ana Yemek;1;220,00;220,00;66,00;;Akşam;Hayır
2026-01-17 14:00;ADS-1607;Köfte;Ana Yemek;2;126,00;252,00;234,00;4;Öğle;Evet
2026-01-17 14:00;ADS-1607;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;;Öğle;Hayır
2026-01-17 13:00;ADS-1608;Kola;İçecek;2;22,00;44,00;22,00;2;Öğle;Hayır
2026-01-17 13:00;ADS-1608;Sütlaç;Tatlı;2;53,00;106,00;52,00;;Öğle;Hayır
2026-01-17 13:00;ADS-1609;Köfte;Ana Yemek;2;126,00;252,00;234,00;4;Öğle;Hayır
2026-01-17 12:00;ADS-1610;Köfte;Ana Yemek;1;126,00;126,00;117,00;2;Öğle;Hayır
2026-01-17 12:00;ADS-1610;Kola;İçecek;2;22,00;44,00;22,00;;Öğle;Hayır
2026-01-17 12:00;ADS-1610;Ayran;İçecek;2;20,00;40,00;18,00;;Öğle;Hayır
2026-01-17 12:00;ADS-1610;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;;Öğle;Hayır
2026-01-17 21:00;ADS-1611;Deniz Mahsulü Güveç;Ana Yemek;2;300,00;600,00;480,00;2;Akşam;Hayır
2026-01-17 21:00;ADS-1611;Mevsim Salata;Başlangıç;2;95,00;190,00;66,00;;Akşam;Hayır
2026-01-17 21:00;ADS-1611;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;;Akşam;Hayır
2026-01-17 21:00;ADS-1611;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-01-17 21:00;ADS-1612;Ayran;İçecek;2;28,00;56,00;18,00;4;Akşam;Hayır
2026-01-17 21:00;ADS-1612;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-01-17 21:00;ADS-1612;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;;Akşam;Hayır
2026-01-17 21:00;ADS-1612;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-01-17 19:00;ADS-1613;Izgara Balık;Ana Yemek;1;340,00;340,00;105,00;4;Akşam;Hayır
2026-01-17 19:00;ADS-1613;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-01-17 19:00;ADS-1613;Mevsim Salata;Başlangıç;2;95,00;190,00;66,00;;Akşam;Hayır
2026-01-17 19:00;ADS-1613;Mevsim Salata;Başlangıç;2;95,00;190,00;66,00;;Akşam;Hayır
2026-01-17 19:00;ADS-1614;Ayran;İçecek;1;28,00;28,00;9,00;3;Akşam;Hayır
2026-01-17 19:00;ADS-1614;Tavuk Şiş;Ana Yemek;1;220,00;220,00;66,00;;Akşam;Hayır
2026-01-17 19:00;ADS-1614;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-01-17 19:00;ADS-1614;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-01-17 21:00;ADS-1615;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;1;Akşam;Hayır
2026-01-17 21:00;ADS-1615;Tavuk Şiş;Ana Yemek;1;220,00;220,00;66,00;;Akşam;Evet
2026-01-17 21:00;ADS-1616;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;4;Akşam;Hayır
2026-01-17 21:00;ADS-1616;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;;Akşam;Evet
2026-01-17 21:00;ADS-1616;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-01-17 21:00;ADS-1617;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;4;Akşam;Hayır
2026-01-17 14:00;ADS-1618;Tavuk Şiş;Ana Yemek;2;154,00;308,00;132,00;2;Öğle;Hayır
2026-01-17 14:00;ADS-1618;Mevsim Salata;Başlangıç;1;67,00;67,00;33,00;;Öğle;Hayır
2026-01-17 14:00;ADS-1619;Köfte;Ana Yemek;1;126,00;126,00;117,00;2;Öğle;Hayır
2026-01-17 14:00;ADS-1619;Köfte;Ana Yemek;1;126,00;126,00;117,00;;Öğle;Hayır
2026-01-17 14:00;ADS-1620;Ayran;İçecek;1;20,00;20,00;9,00;3;Öğle;Hayır
2026-01-17 13:00;ADS-1621;Sütlaç;Tatlı;2;53,00;106,00;52,00;2;Öğle;Hayır
2026-01-17 13:00;ADS-1621;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;;Öğle;Hayır
2026-01-17 13:00;ADS-1621;Ayran;İçecek;1;20,00;20,00;9,00;;Öğle;Evet
2026-01-17 19:00;ADS-1622;Izgara Balık;Ana Yemek;1;340,00;340,00;105,00;1;Akşam;Hayır
2026-01-17 19:00;ADS-1622;Izgara Balık;Ana Yemek;2;340,00;680,00;210,00;;Akşam;Hayır
2026-01-17 19:00;ADS-1622;Baklava;Tatlı;1;95,00;95,00;30,00;;Akşam;Hayır
2026-01-17 19:00;ADS-1623;Baklava;Tatlı;1;95,00;95,00;30,00;4;Akşam;Hayır
2026-01-17 19:00;ADS-1623;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-01-17 19:00;ADS-1623;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Hayır
2026-01-17 19:00;ADS-1623;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-01-17 13:00;ADS-1624;Kola;İçecek;1;22,00;22,00;11,00;4;Öğle;Hayır
2026-01-17 13:00;ADS-1624;Ayran;İçecek;1;20,00;20,00;9,00;;Öğle;Hayır
2026-01-17 13:00;ADS-1624;Deniz Mahsulü Güveç;Ana Yemek;2;210,00;420,00;480,00;;Öğle;Hayır
2026-01-17 14:00;ADS-1625;Tavuk Şiş;Ana Yemek;2;154,00;308,00;132,00;2;Öğle;Hayır
2026-01-17 21:00;ADS-1626;Ayran;İçecek;2;28,00;56,00;18,00;2;Akşam;Hayır
2026-01-17 21:00;ADS-1626;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-01-17 21:00;ADS-1626;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;;Akşam;Hayır
